344,106137690,53.020874999999997,4.7199334000000004,-5,0.10842511045945924,0.028252559849176344,-0.18123407042778344
344,106138452,53.020845899999998,4.7198047000000001,-8,0.083410001956820412,-0.14135518104224379,0.27561111074497291
344,106138753,53.007139199999997,4.7136183000000003,11,-8.6251878015835128,5.8553177376355201,-0.77613760297117063
344,106139051,52.996389899999997,4.7212996,-5,-0.10792451035945849,0.29989413569675827,-0.081337613921023608
344,106139868,52.996415900000002,4.7213873,-12,0.0060186498009635108,0,-0.0079859786233975032
344,106140174,52.996423200000002,4.7213864000000001,-12,-0.83604636969722534,-0.4655156698564572,-1.5942777765603409
344,106140478,52.996435499999997,4.7214052000000004,-13,-0.42996793105079129,-0.50050637847994994,-0.010997425552696755
344,106141273,52.995164099999997,4.7233200000000002,-14,0.0015416692776443197,0.0057640900795598131,0.1138613126632268
344,106142122,52.9951255,4.7232491000000003,-5,-9.5088139529006521e-05,-0.14858228806634471,-0.16285973913529239
344,106142533,52.995121099999999,4.7232931999999996,-12,0.10445156541384204,-0.1246178984106511,-0.021453435116794581
344,106144134,52.995091899999998,4.7233014999999998,-11,-0.34862829687008084,-0.066383744636338449,0.33830682681483704
