344,1274596535000,52.2911418,4.8607255,-10,45.6,32.4,38.3,0.02,0.68,0.13,175.9,0,4,8.5,6.34
344,1274687319000,53.0091621,4.7194927,-1,30.8,3.6,7.8,-0.04,0,-0.04,57.8,0,5,3.8,0.42
344,1274689167000,53.0091308,4.7192337,-2,32.1,7.9,7.6,0.06,-0.05,0.03,36.3,0,4,5.6,0.52
344,1274691010000,53.0091678,4.7193707,-1,28.7,8.2,7.6,-0.02,0.01,-0.01,39.1,0,4,5.4,0.45
344,1274692917000,53.0092266,4.71947,-10,33.3,6.8,7.5,0.24,-0.13,0.23,42,0,4,4,4
344,1274694766000,53.0091531,4.719487,3,34.2,4.5,4.9,-0.03,0.07,-0.22,66.8,0,4,2.3,3.01
344,1274696646000,53.0091703,4.7195046,-9,32.5,3.6,7.7,0.21,0.14,0.32,105.5,0,6,2.9,3.06
344,1274698638000,53.0018779,4.7342797,39,20.5,999998.9,999998.9,7.26,-3.38,-4.61,18.2,0,6,2.6,3.43
344,1274700463000,53.0082359,4.7181023,-4,22.3,4.1,4.8,0,0.02,0.01,34.8,0,5,2.6,0.3
344,1274702322000,53.0082336,4.7181312,-2,26.9,5.8,5.6,-0.02,0.07,0.01,37.6,0,6,2.8,3.14
344,1274704139000,53.0082143,4.7181341,-4,31.1,6.3,7.8,0,0,0.01,20.7,0,5,5.2,0.36
344,1274706002000,53.0082273,4.7181418,-5,30.3,6.3,8.4,0.16,-0.1,0.04,21.7,0,5,5.5,1.33
344,1274707816000,53.0082369,4.7181105,-3,29.5,4.8,6.6,0.13,0.12,0.39,27.6,0,5,3,3.06
344,1274709652000,53.0082344,4.718098,-3,29.7,11.1,9.7,0.11,-0.08,0.04,55.3,0,5,7.9,0.42
344,1274711479000,53.0082588,4.7180948,-1,29.2,4.2,5.7,-0.03,0.01,0.2,26.3,0,6,2.5,2.9
344,1274713297000,53.0082663,4.718088,0,28,5,6,-0.06,0,-0.04,36.2,0,6,3.4,0.28
344,1274715120000,53.0082411,4.7180909,4,26.2,6.1,6.1,1.68,-0.09,0.09,35.1,0,5,4.7,1.17
344,1274716929000,53.0082209,4.7181089,7,26.4,8.9,8.7,0.02,0,0.01,20.2,0,5,7,0.44
344,1274718756000,53.0082576,4.7181286,-1,25.9,3.5,4.3,0.07,0.14,0.26,39,0,6,2.1,2.77
344,1274720552000,53.0082557,4.7181328,-2,23.5,3.5,6.2,-0.1,0.06,-0.25,11.2,0,6,2.7,2.89
344,1274722370000,53.0082749,4.718107,0,23.2,4,6,0.03,0.05,-0.02,11,0,6,2.7,2.95
344,1274724169000,53.0082786,4.718104,1,21.1,4.3,4.5,-0.11,0.04,-0.07,12,0,6,2.3,2.87
344,1274725992000,53.0082621,4.7180856,-1,20,4.8,5.4,-0.01,-0.01,-0.01,42.6,0,5,3.7,0.38
344,1274727840000,53.0082372,4.7181115,5,19.6,3.2,4.3,-0.15,0.09,0.11,66.2,0,7,2,2.37
344,1274729664000,53.0082196,4.7181097,1,19.6,3.2,5.3,-0.06,-0.11,0.35,34.5,0,7,2.2,2.58
