344,1274789286000,53.0082253,4.7181722,0,21.3,3,3.2,0.01,0.02,-0.01,117.2,0,9,1.5,0.28
344,1274790192000,53.0082308,4.7181453,-2,28.1,6.4,5.3,-0.11,-0.02,0.29,16.2,0,8,2.9,3.44
344,1274791111000,53.0082108,4.7181083,-2,28.7,6.3,5.8,0.41,0.04,-0.17,23,0,7,3,3.54
344,1274792049000,53.0082168,4.7181069,-3,25.8,5.6,5.9,0.11,-0.04,0.34,17.1,0,7,2.7,3.31
344,1274792970000,53.0082107,4.7181214,-7,25.5,5.3,7.1,0.25,-0.13,-0.2,25.9,0,6,3.3,3.46
344,1274793884000,53.0082469,4.7181583,-7,25.7,9,10.6,0.46,-0.15,0.6,27.9,0,6,2.6,4.13
344,1274794783000,53.0082312,4.7180666,-10,25.3,10,11.7,0.01,0,0.01,14.9,0,6,2.2,1.03
344,1274795701000,53.0082361,4.7181806,-2,24.9,14.6,13.1,0.07,0.05,0.05,20.8,0,5,9.4,0.69
344,1274796636000,53.0082465,4.7181122,-1,26.2,3.2,4,-0.07,-0.13,-0.04,43.6,0,9,1.4,2.35
344,1274797563000,53.0082334,4.7180949,-5,26.9,3.2,4.7,0.33,0,0.08,26.6,0,7,2,2.54
344,1274798463000,53.0082466,4.7181246,-3,27.2,3,4.5,0.04,0.01,0,14.7,0,8,1.9,2.31
344,1274799380000,53.0082344,4.7181329,-7,28,4.7,7.5,0.1,0.01,-0.2,19.6,0,6,3,2.99
344,1274800296000,53.0082176,4.7181206,-8,28.9,4.2,6.7,0.05,-0.06,0.14,23.6,0,6,2.6,2.85
344,1274801204000,53.0082427,4.718149,-14,26,10,5.8,0.08,-0.01,-0.05,19.6,0,6,1.9,2.54
344,1274802132000,53.0082923,4.7181349,0,24.7,7.5,5.6,-0.22,0.07,0.07,35.4,0,6,3.4,3.58
344,1274803051000,53.0082899,4.7181489,-2,24.1,7.3,4.6,0.06,-0.11,0.19,26.5,0,6,3.3,3.68
344,1274803960000,53.0082969,4.7181416,1,23.8,6,4.2,0.1,-0.02,0.06,23.5,0,6,2.8,3.22
344,1274805004000,53.0082707,4.7181439,-2,23.3,5,4.4,-0.04,0.03,0.18,11.5,0,6,2.5,3.27
344,1274805900000,53.0082644,4.7181258,-1,22.8,4.8,5.7,-0.05,-0.12,0.38,11.5,0,5,2.6,3.16
344,1274806821000,53.0083067,4.7181507,-1,22.4,7.7,5.8,0.31,-0.08,0.04,20.3,0,5,3.8,3.73
344,1274807736000,53.008269,4.7181176,0,22.2,4,5.2,0.69,-0.14,-0.02,23.2,0,6,2.2,2.71
344,1274808647000,53.0082302,4.7181293,-3,21.8,9.5,9.5,-0.07,-0.05,-0.04,22.2,0,4,7.6,0.47
344,1274809559000,53.008224,4.718112,-5,21.1,7.4,9.5,-0.02,-0.02,-0.01,22.2,0,4,6.9,0.45
344,1274810470000,53.0082435,4.7180409,-9,21,7,10.4,-0.01,-0.02,-0.02,21.2,0,4,7.2,0.4
344,1274811391000,53.0082342,4.7180235,-9,21,8.3,11.1,-0.02,-0.04,-0.05,30.1,0,4,8,0.4
344,1274812302000,53.0082405,4.7180116,-7,20.3,10.9,11.9,0.08,-0.06,-0.11,29,0,4,9.3,0.47
344,1274813232000,53.0082549,4.7180637,-1,20.2,4.9,5.3,0.1,-0.08,0.01,46.9,0,6,2.8,2.79
344,1274814146000,53.0082529,4.7180679,-2,19.9,4.9,5.7,0.13,0.18,0.21,17,0,6,2.9,2.87
344,1274815056000,53.008255,4.7180625,-1,19.3,4.9,6.7,-0.1,-0.09,-0.14,15,0,5,3.3,3.05
344,1274815970000,53.0082646,4.7180448,0,18.9,4.8,6.9,0,0.18,0.09,17,0,5,3.3,3.11
344,1274816884000,53.0082818,4.7180395,0,18.8,4.7,6.3,-0.3,-0.16,-0.1,18.8,0,5,3,3.13
