535,108906921,0,0.022883,-0.089601,-0.002054
535,108906921,1,0.308437,-0.088852,0.293799
535,108906921,2,0.696359,-0.252212,1.081720
535,108906921,3,0.350000,-0.465780,1.746241
535,108906921,4,0.254558,-0.404333,1.845114
535,108906921,5,-0.188781,-0.283686,0.687760
535,108906921,6,0.045973,0.104483,-0.002054
535,108906921,7,0.219923,-0.260455,0.367379
535,108906921,8,0.704825,-0.204253,1.081720
535,108906921,9,0.254558,-0.444798,1.697187
535,108906921,10,0.207608,-0.368363,1.918694
535,108906921,11,-0.228805,-0.213995,0.761340
535,108906921,12,0.094464,-0.021409,0.047766
535,108906921,13,0.276879,-0.179524,0.318326
535,108906921,14,0.769479,-0.177276,1.081720
535,108906921,15,0.249171,-0.324151,1.746241
535,108906921,16,0.206068,-0.566944,2.140201
535,108906921,17,-0.072558,-0.287432,0.982847
535,108906921,18,0.034428,0.113476,0.072292
535,108906921,19,0.280728,-0.210998,0.515306
535,108906921,20,0.669420,-0.463532,1.451154
535,108906921,21,0.117554,-0.453041,1.943221
535,108906921,22,0.228389,-0.619399,1.918694
535,108906921,23,-0.293458,-0.029652,0.391906
535,108906921,24,0.106779,-0.009419,0.047766
535,108906921,25,0.392332,-0.263453,0.712286
535,108906921,26,0.600148,-0.324901,1.327754
535,108906921,27,0.143724,-0.534722,1.967747
535,108906921,28,0.159117,-0.452292,1.746241
535,108906921,29,-0.281913,-0.063373,0.170399
535,108906921,30,0.084458,-0.077611,0.023239
535,108906921,31,0.407726,-0.328647,0.515306
535,108906921,32,0.585524,-0.266450,1.179827
535,108906921,33,0.287655,-0.433558,1.796060
535,108906921,34,0.163735,-0.470277,1.599080
535,108906921,35,-0.254974,-0.040893,-0.149214
535,108906921,36,0.004410,-0.131565,-0.051108
535,108906921,37,0.400029,0.112726,0.466253
535,108906921,38,0.677886,-0.248466,1.106247
535,108906921,39,0.299970,-0.426814,1.697187
535,108906921,40,0.206068,-0.529476,1.549260
535,108906921,41,-0.318088,-0.075363,0.121346
535,108906921,42,0.053670,0.013061,0.023239
535,108906921,43,0.356927,-0.034148,0.441726
535,108906921,44,0.695589,-0.340637,1.130773
535,108906921,45,0.290734,-0.458287,1.672660
535,108906921,46,0.233777,-0.489011,1.721714
535,108906921,47,-0.187242,-0.243970,0.539833
535,108906921,48,0.039046,-0.073115,0.047766
535,108906921,49,0.251480,-0.130067,0.391906
535,108906921,50,0.723298,-0.241721,1.057193
535,108906921,51,0.311515,-0.605911,1.721714
535,108906921,52,0.209917,-0.436555,1.918694
535,108906921,53,-0.069480,-0.274693,0.785866
535,108906921,54,-0.006365,-0.010918,-0.075634
535,108906921,55,0.229159,-0.106087,0.220219
535,108906921,56,0.784103,-0.236476,0.982847
535,108906921,57,0.383096,-0.422317,1.672660
535,108906921,58,0.249940,-0.479269,1.869641
535,108906921,59,0.025192,-0.258207,0.860213
535,108907209,0,0.571669,-0.243220,1.278700
535,108907209,1,0.288425,-0.582681,1.869641
535,108907209,2,0.203759,-0.449294,1.524734
535,108907209,3,-0.166460,-0.251463,0.515306
535,108907209,4,0.048282,0.048281,0.170399
535,108907209,5,0.260716,-0.226734,0.490779
535,108907209,6,0.640941,-0.464282,1.205120
535,108907209,7,0.325370,-0.519734,1.796060
535,108907209,8,0.219923,-0.509243,1.869641
535,108907209,9,-0.064092,-0.179524,0.736813
535,108907209,10,-0.057165,0.010064,-0.026581
535,108907209,11,0.215304,-0.175778,0.220219
535,108907209,12,0.680195,-0.136811,0.909266
535,108907209,13,0.515482,-0.494256,1.573787
535,108907209,14,0.263795,-0.524231,1.943221
535,108907209,15,0.021343,-0.374358,1.081720
535,108907209,16,-0.219569,0.028798,0.096819
535,108907209,17,0.052131,-0.181023,0.220219
535,108907209,18,0.654026,0.046033,0.860213
535,108907209,19,0.416962,-0.235727,1.451154
535,108907209,20,0.196832,-0.547461,1.918694
535,108907209,21,0.100621,-0.423816,1.426627
535,108907209,22,-0.149527,0.039289,0.145873
535,108907209,23,0.048282,-0.138310,0.170399
535,108907209,24,0.390023,-0.094847,0.687760
535,108907209,25,0.604766,-0.373609,1.303227
535,108907209,26,0.279188,-0.546711,1.845114
535,108907209,27,0.200680,-0.517486,1.623607
535,108907209,28,-0.161072,-0.019911,0.293799
535,108907209,29,0.066755,-0.052882,0.121346
535,108907209,30,0.312285,-0.074614,0.466253
535,108907209,31,0.694819,-0.294926,1.032667
535,108907209,32,0.382326,-0.405832,1.697187
535,108907209,33,0.219153,-0.489760,1.721714
535,108907209,34,-0.108734,-0.201256,0.663233
535,108907209,35,0.039046,-0.048386,0.023239
535,108907209,36,0.221462,-0.103090,0.293799
535,108907209,37,0.730995,-0.196010,0.958320
535,108907209,38,0.362315,-0.336141,1.524734
535,108907209,39,0.283807,-0.548960,1.845114
535,108907209,40,0.026731,-0.252212,1.008140
535,108907209,41,-0.221878,-0.010169,0.121346
535,108907209,42,0.107548,-0.082108,0.194926
535,108907209,43,0.701746,-0.115079,0.811160
535,108907209,44,0.443901,-0.292678,1.451154
535,108907209,45,0.292273,-0.549709,1.796060
535,108907209,46,0.035967,-0.375857,1.327754
535,108907209,47,-0.164921,0.078256,0.244746
535,108907209,48,0.083688,-0.161540,0.170399
535,108907209,49,0.601687,-0.001176,0.811160
535,108907209,50,0.538573,-0.374358,1.402100
535,108907209,51,0.270722,-0.596169,1.894167
535,108907209,52,0.146802,-0.440302,1.475680
535,108907209,53,-0.156454,0.028798,0.170399
535,108907209,54,0.067525,-0.066371,0.170399
535,108907209,55,0.393102,-0.241721,0.687760
535,108907209,56,0.617851,-0.404333,1.352280
535,108907209,57,0.278419,-0.492757,1.894167
535,108907209,58,0.160657,-0.430560,1.599080
535,108907209,59,-0.224187,-0.059627,0.170399
535,108907499,0,-0.253435,-0.028153,1.155300
