duration,avgSpeed,heightDiff,grndDist,totDist,angleVar,distDiff,resolution,fx,fy,fz,previousCluster,annotation
2338,38.04,17.478,2.7044,5.4753,0.19221,2.7709,0.23097,?,?,?,'unknown','flying'
881,50.374,44.842,1.7947,3.1459,0.23578,1.3512,0.27242,?,?,?,'unknown','flying'
1167,46.584,16.923,2.2824,3.6019,0.24047,1.3194,0.25707,?,?,?,'flying','flying'
2108,25.946,2.9184,0.35185,1.4484,0.27189,1.0965,0.2277,?,?,?,'unknown','diving'
1168,16.288,9.4322,0.40198,0.42923,0.2376,0.027249,0.25685,?,?,?,'diving','diving'
19347,1.3935,8.2855,1.3595,1.6627,0.24199,0.30322,0.20468,?,?,?,'unknown','floating'
17297,0.78026,10.463,0.35711,0.52541,0.24145,0.1683,0.20466,?,?,?,'unknown','floating'
902,35.079,1.4247,0.6765,1.4857,0.22434,0.80924,0.26608,?,?,?,'unknown','diving'
1445,41.378,21.477,5.7664,6.286,0.18325,0.51963,0.24913,?,?,?,'diving','flying'
3836,27.972,23.403,6.9731,11.459,0.11781,4.4862,0.20334,?,?,?,'flying','flying'
2125,14.774,15.454,0.98802,1.3745,0.31746,0.38652,0.22588,?,?,?,'flying','diving'
899,33.001,12.737,2.1098,2.4168,0.33986,0.30708,0.26696,?,?,?,'diving','flying'
1184,44.721,31.702,4.4259,4.4629,0.1998,0.036997,0.25338,?,?,?,'unknown','flying'
2225,47.311,42.566,4.9396,8.4943,0.23494,3.5546,0.21573,?,?,?,'flying','flying'
1173,37.628,41.474,4.8178,4.9985,0.13043,0.1807,0.25575,?,?,?,'flying','flying'
1193,38.376,12.22,2.3456,2.6093,0.15281,0.26376,0.25147,?,?,?,'flying','flying'
2409,28.686,8.8308,6.2939,6.3949,0.10093,0.10097,0.22416,?,?,?,'unknown','flying'
5743,1.0768,13.997,0.021172,0.10824,0.28184,0.087067,0.20895,?,?,?,'unknown','floating'
2965,0.38734,8.7087,0.29156,0.3599,0.25836,0.068338,0.2226,?,?,?,'unknown','floating'
2369,8.1125,7.1789,1.685,1.6994,0.23295,0.014366,0.22794,?,?,?,'badCluster','flying'
2664,8.8687,2.5449,1.8576,2.0506,0.13816,0.19292,0.22523,?,?,?,'badCluster','floating'
6534,7.644,12.058,3.2696,5.1112,0.099428,1.8416,0.2112,?,?,?,'floating','diving'
2977,6.4042,5.3009,2.062,2.0631,0.044141,0.00106,0.2217,?,?,?,'diving','floating'
3589,6.5435,4.9111,2.7983,2.8942,0.12383,0.095956,0.21733,?,?,?,'floating','floating'
1745,30.307,15.256,3.719,4.311,0.356,0.59195,0.24069,?,?,?,'unknown','flying'
1187,32.949,22.026,1.1011,1.2925,0.24947,0.19136,0.25274,?,?,?,'flying','flying'
2386,53.956,22.563,11.108,11.405,0.14897,0.29624,0.22632,?,?,?,'badCluster','flying'
1588,2.3463,0.64383,0.11587,0.12631,0.29462,0.01044,0.2267,?,?,?,'flying','floating'
1782,29.761,11.704,2.425,3.4362,0.23505,1.0111,0.23569,?,?,?,'unknown','flying'
3056,21.788,2.2371,3.2264,5.247,0.29322,2.0206,0.21597,?,?,?,'flying','diving'
2216,3.4465,18.419,0.32165,0.57842,0.29338,0.25677,0.21661,?,?,?,'diving','floating'
1784,28.178,107.03,3.4692,3.7281,0.21984,0.25892,0.23543,?,?,?,'floating','flying'
1210,52.06,27.805,3.0592,3.1691,0.29359,0.10986,0.24793,?,?,?,'flying','flying'
2926,0.63442,7.0121,0.001683,0.014366,0.30695,0.012683,0.22556,?,?,?,'unknown','floating'
1225,29.584,8.3251,2.8926,3.1077,0.19248,0.21502,0.2449,?,?,?,'unknown','flying'
2003,29.257,23.394,5.2179,6.1399,0.23618,0.92193,0.20969,?,?,?,'flying','flying'
1520,37.121,0.86874,6.9296,7.202,0.08969,0.27238,0.23684,?,?,?,'flying','flying'
2446,55.147,19.897,8.496,10.136,0.2155,1.64,0.22077,?,?,?,'flying','flying'
13495,34.823,38.716,46.395,48.206,0.10464,1.8102,0.20452,?,?,?,'unknown','flying'
892,19.844,2.4932,0.34702,0.63595,0.19191,0.28893,0.26906,?,?,?,'flying','flying'
11283,33.534,168.56,34.242,36.406,0.12307,2.164,0.20739,?,?,?,'flying','flying'
907,18.024,1.9727,2.6746,2.9178,0.26133,0.24324,0.26461,0,0,3.125,'unknown','flying'
1808,5.5621,9.0015,0.14469,0.14943,0.31376,0.004749,0.2323,0,0,0,'flying','floating'
974,11.209,9.9498,0.73635,1.3244,0.34206,0.58804,0.24641,3.4375,0,6.875,'badCluster','diving'
4750,35.73,21.923,4.0219,18.197,1.2475,14.175,15.613,6.5625,3.4375,6.5625,'unknown','diving'
3056,41.892,5.8538,2.0191,5.2746,0.27233,3.2555,0.21597,7.1875,0,7.1875,'unknown','diving'
1594,28.598,16.946,1.8894,3.4993,0.12416,1.6099,0.22585,0,0,1.25,'unknown','flying'
2752,5.0253,1.4599,0.29816,0.39816,0.22065,0.099995,0.21802,0,0,1.25,'badCluster','floating'
3871,5.2365,0.74838,1.5398,1.922,0.22697,0.38223,0.217,0,0,7.5,'unknown','floating'
7531,33.503,67.661,1.1921,13.91,2.4658,12.718,1.4341,7.5,3.75,7.5,'badCluster','diving'
1013,10.213,0.3812,0.064835,0.8345,1.1556,0.76966,3.1392,0,0,1.25,'diving','floating'
1438,27.524,16.24,1.8276,3.3383,1.9006,1.5108,2.5035,6.5625,3.4375,6.875,'floating','diving'
4184,5.105,11.43,0.76011,1.9225,1.1518,1.1624,2.5239,0,0,1.875,'diving','floating'
4377,32.213,82.054,2.2204,9.5313,1.4996,7.311,2.0973,3.4375,0,6.5625,'floating','diving'
3771,4.3175,98.446,1.6107,2.0595,2.1038,0.44874,1.5434,0,0,1.25,'diving','floating'
1907,4.2791,15.535,0.90106,0.90315,0.08056,0.00209,0.22024,?,?,?,'floating','flying'
2100,7.8167,11.97,1.1651,1.1659,0.18979,0.000875,0.22857,?,?,?,'flying','floating'
3304,4.1446,3.7157,1.5591,1.866,0.068146,0.30686,0.21792,?,?,?,'floating','floating'
5561,1.0446,5.4473,2.7207,2.7645,0.20106,0.043782,0.18342,?,?,?,'floating','floating'
2620,27.529,14.881,4.9698,5.8369,0.29675,0.86705,0.18321,?,?,?,'floating','flying'
1217,29.641,3.2542,4.869,4.8755,0.17173,0.006521,0.24651,?,?,?,'flying','flying'
1481,4.0245,1.9459,0.52491,0.52547,0.085776,0.00056,0.24308,0,0,1.875,'badCluster','floating'
3357,12.76,0.28261,1.9413,1.9483,0.15304,0.007032,0.21448,0,0,1.25,'unknown','floating'
2185,18.317,3.3998,2.0992,2.6868,0.15833,0.58761,0.21968,0,0,3.4375,'unknown','flying'
10292,4.8412,16.151,3.2871,5.2174,0.17993,1.9302,0.19821,0,0,1.25,'unknown','floating'
1860,38.803,5.9452,2.1144,3.1245,0.39208,1.0102,0.22581,3.125,0,6.25,'floating','diving'
2525,36.856,25.323,3.6538,4.5469,0.72448,0.89315,0.26139,3.125,0,3.125,'diving','flying'
1145,5.5104,24.09,0.2476,0.27034,1.6471,0.022741,0.57642,0,0,1.25,'flying','floating'
2354,28.812,99.854,2.9828,4.7818,4.2661,1.7989,1.2999,6.875,0,6.5625,'floating','diving'
1016,29.334,14.42,0.60675,2.0084,1.9467,1.4016,2.5394,3.125,0,3.4375,'diving','diving'
1593,6.6766,13.023,0.55314,0.67964,2.4892,0.1265,0.41431,6.5625,0,6.5625,'diving','floating'
2106,9.987,34.319,0.086674,0.89942,0.25001,0.81275,0.14245,0,0,0,'floating','diving'
1056,32.818,48.706,4.9348,4.9954,2.5981,0.060546,1.1364,3.125,0,3.125,'diving','flying'
2390,8.7064,13.798,2.1518,2.4123,0.24873,0.26049,0.22594,0,0,1.25,'unknown','floating'
1236,12.047,16.418,0.14318,0.66704,0.28337,0.52386,0.24272,0,0,1.875,'badCluster','diving'
1961,31.025,9.9007,4.9649,5.3754,0.25081,0.41046,0.21418,3.4375,3.4375,6.875,'diving','flying'
1797,26.124,27.03,0.46694,1.0622,0.28427,0.5953,0.23372,3.4375,3.4375,6.5625,'flying','flying'
1309,29.387,33.223,1.8352,2.397,0.24408,0.56184,0.22918,6.875,3.4375,6.875,'flying','diving'
2549,35.523,12.821,5.0364,5.4906,0.25778,0.45422,0.21185,3.125,3.125,3.125,'diving','flying'
5052,34.589,196.29,4.3605,10.558,1.4213,6.1976,0.65321,6.875,3.4375,6.875,'flying','diving'
2546,11.407,14.394,0.98395,1.7455,1.677,0.76154,1.791,3.125,0,6.5625,'diving','diving'
3769,2.5664,24.679,0.55133,0.65249,1.8376,0.10117,1.3531,0,0,1.25,'diving','floating'
4320,62.938,2.013,19.698,23.494,0.52182,3.7959,2.5417,3.125,3.125,6.25,'floating','flying'
7529,61.726,57.101,36.088,42.203,0.59003,6.1148,2.1596,3.125,3.125,6.25,'flying','flying'
2300,8.8689,10.043,0.19521,0.6217,0.26486,0.42649,0.2087,?,?,?,'flying','diving'
3912,4.1671,7.9915,1.4497,2.2419,0.10102,0.79222,0.21472,?,?,?,'diving','floating'
5121,4.4838,10.031,1.6684,2.6057,0.1215,0.93729,0.2109,?,?,?,'floating','floating'
2141,9.1506,0.040407,2.376,2.377,0.073214,0.000998,0.22419,?,?,?,'floating','flying'
6273,3.0623,11.439,1.1336,1.3199,0.17632,0.18635,0.21043,?,?,?,'flying','floating'
17905,4.4807,10.155,5.1415,6.8851,0.14813,1.7436,0.20106,?,?,?,'floating','floating'
4177,34.282,30.081,13.751,14.588,0.13468,0.83776,0.2011,?,?,?,'floating','flying'
4103,4.869,10.334,2.7201,2.8676,0.2669,0.14744,0.20473,?,?,?,'floating','floating'
3001,32.151,0.7698,1.1286,3.5536,0.26663,2.425,0.17994,?,?,?,'floating','diving'
1602,29.109,21.739,1.5523,2.4611,0.18596,0.90888,0.22472,?,?,?,'diving','diving'
4946,5.6065,2.8807,0.55207,3.5267,0.12155,2.9746,0.20623,?,?,?,'diving','floating'
7983,5.4026,12.592,3.1555,4.2006,0.20303,1.0451,0.1879,?,?,?,'badCluster','floating'
1988,4.707,1.081,1.0132,1.0135,0.087818,0.000324,0.21127,?,?,?,'badCluster','floating'
2103,4.8531,1.3657,1.0643,1.0645,0.073535,0.00018,0.19972,?,?,?,'badCluster','floating'
1391,22.969,4.847,3.0181,3.0696,0.28,0.051501,0.21567,?,?,?,'floating','flying'
1826,11.457,3.4215,1.2762,1.3309,0.34932,0.054719,0.23001,?,?,?,'flying','floating'
1533,5.8565,1.3174,0.62533,1.134,0.21921,0.50867,0.23483,?,?,?,'floating','floating'
1903,9.3848,9.6058,0.32287,2.508,0.24789,2.1852,0.2207,?,?,?,'floating','diving'
1753,43.62,19.605,7.3527,7.486,0.095853,0.13335,0.23959,?,?,?,'unknown','flying'
1522,49.281,71.222,5.7815,5.9019,0.055151,0.1204,0.23653,?,?,?,'flying','flying'
2723,46.069,15.214,14.815,14.861,0.04743,0.045694,0.22035,?,?,?,'unknown','flying'
1502,28.432,6.111,3.5019,4.4502,0.35351,0.94829,0.23968,?,?,?,'badCluster','flying'
9420,2.4343,28.233,1.473,1.7268,0.16624,0.25378,0.20382,?,?,?,'badCluster','floating'
6600,4.8599,3.2492,2.2258,2.522,0.10371,0.29622,0.20909,?,?,?,'badCluster','floating'
2096,29.413,5.1347,5.9596,6.1497,0.22259,0.19015,0.22901,?,?,?,'floating','flying'
2106,6.6601,2.1264,0.60373,1.7938,0.23869,1.1901,0.22792,?,?,?,'flying','floating'
1752,26.785,4.2252,4.1834,4.3634,0.1972,0.17999,0.23973,?,?,?,'floating','flying'
4554,2.976,23.307,1.2421,2.6609,0.10592,1.4188,0.2108,?,?,?,'flying','flying'
2721,7.6202,8.714,0.044351,4.2079,0.20846,4.1636,0.22051,?,?,?,'unknown','diving'
1209,29.52,5.0181,2.9335,3.5218,0.18417,0.58827,0.24814,?,?,?,'unknown','flying'
1231,3.9177,3.2186,0.45889,0.45987,0.1379,0.000976,0.2437,?,?,?,'flying','flying'
1200,44.581,3.4545,5.8932,6.0977,0.19286,0.20456,0.25,?,?,?,'badCluster','flying'
1221,22.719,0.25239,2.7305,2.7807,0.13484,0.050224,0.2457,?,?,?,'flying','flying'
9851,2.3403,3.3122,0.19151,0.46308,0.19582,0.27157,0.20709,?,?,?,'unknown','floating'
2701,25.915,11.214,1.906,7.4296,0.49064,5.5236,12.329,7.5,0,7.5,'unknown','diving'
4798,0.19892,1.791,0.005908,0.21842,1.2222,0.21251,19.808,?,?,?,'diving','floating'
4351,13.148,8.2515,2.8092,6.3697,0.2036,3.5605,19.83,?,?,?,'unknown','floating'
4949,39.716,23.021,9.497,21.119,0.89521,11.622,19.907,?,?,?,'floating','diving'
952,35.933,11.333,0.66599,3.6666,0.90389,3.0007,19.916,?,?,?,'diving','diving'
1299,61.781,58.269,8.8507,9.0989,0.1548,0.24818,19.954,?,?,?,'diving','flying'
2450,27.55,20,5.9649,7.1338,0.56,1.1689,12.024,0,0,1.875,'unknown','diving'
2001,10.119,3.3246,1.7119,2.3952,0.53561,0.68328,19.28,0,0,1.25,'diving','floating'
1223,35.132,20.037,5.6127,5.6249,0.14206,0.012205,0.2453,3.125,0,3.125,'badCluster','flying'
5371,25.448,8.4164,2.6406,5.2676,0.23974,2.627,0.20108,3.125,0,3.125,'diving','diving'
5435,35.103,99.944,9.4608,12.826,2.1314,3.3649,0.65133,0,0,6.875,'diving','diving'
1745,45.604,27.612,8.7285,8.8904,0.27245,0.16193,2.51,3.4375,0,7.1875,'diving','flying'
1120,48.037,12.831,4.7471,5.7722,1.4746,1.0252,2.0893,3.125,0,6.25,'unknown','flying'
3820,46.557,117.64,10.918,15.756,0.70154,4.8381,2.3246,0,0,3.125,'flying','flying'
2035,23.246,45.099,3.3549,4.4759,0.67891,1.121,2.2408,0,0,1.25,'flying','floating'
1263,12.315,1.0781,0.51336,1.5375,0.91184,1.0242,3.8005,0,0,2.1875,'floating','floating'
2631,48.616,0.92896,13.024,13.916,0.2167,0.89133,3.0331,3.4375,3.4375,6.875,'floating','flying'
4542,54.432,511.21,12.291,16.592,0.87867,4.3011,0.29062,6.875,0,6.875,'unknown','flying'
2271,40.095,26.247,2.6713,3.9174,0.54187,1.2461,0.23778,0,3.125,6.5625,'badCluster','diving'
3087,39.683,35.191,0.84806,4.604,1.5878,3.7559,0.52478,6.875,0,6.875,'diving','diving'
7756,40.489,77.976,18.613,21.187,0.24931,2.5744,0.20114,0,0,6.5625,'diving','flying'
2597,60.696,32.099,12.989,14.693,0.20151,1.7038,0.20793,3.125,0,3.125,'unknown','flying'
2129,30.453,0.41927,5.3052,5.7311,0.23569,0.42595,0.22546,3.125,0,3.125,'flying','flying'
1823,42.333,8.9458,9.9591,10.235,0.11487,0.27554,0.23039,0,0,3.125,'flying','flying'
1850,51.757,0.87894,11.406,11.793,0.13589,0.38734,0.22703,3.125,0,3.125,'flying','flying'
1872,42.111,49.606,9.3803,9.7497,0.14533,0.36946,0.22436,3.125,0,3.125,'flying','flying'
2728,2.8947,1.5369,0.31571,0.73544,0.29426,0.41973,0.21994,0,0,1.25,'flying','flying'
2597,42.94,30.538,7.469,10.386,0.18592,2.9169,0.20793,3.125,0,3.125,'flying','flying'
1764,37.592,47.966,2.0115,2.1187,0.21677,0.10711,0.2381,0,0,1.25,'flying','flying'
1704,51.194,57.365,0.94382,5.6697,1.7783,4.7259,1.1972,3.125,0,3.125,'flying','diving'
1375,36.128,31.104,0.84114,3.1642,1.4117,2.323,2.4873,3.125,0,6.5625,'diving','diving'
993,3.0913,14.441,0.33092,0.33224,0.94798,0.001314,1.571,0,0,1.25,'diving','floating'
1275,30.714,31.185,0.20783,2.5073,1.4875,2.2995,1.6941,9.6875,0,6.5625,'floating','diving'
3041,39.39,46.788,6.1087,11.339,0.7982,5.2302,2.3085,3.125,0,3.125,'diving','diving'
1198,46.991,61.246,4.5717,5.4548,0.60302,0.88309,3.0551,3.125,0,3.125,'diving','flying'
1719,29.2,22.551,2.0969,3.3205,2.9526,1.2236,1.2565,9.6875,0,7.8125,'flying','diving'
2119,3.4235,19.331,0.6827,0.7495,1.9967,0.066799,1.0477,0,0,1.25,'diving','floating'
2448,44.899,212.13,12.487,12.556,0.20902,0.069421,0.36765,0,0,6.5625,'floating','flying'
957,36.829,47.073,4.6126,4.6745,0.13134,0.061866,0.25078,0,3.4375,6.5625,'flying','flying'
1775,1.6551,23.84,0.28198,0.28715,0.41268,0.005176,0.23662,0,0,1.25,'flying','flying'
1893,7.3674,46.347,1.1355,1.1984,1.1952,0.062836,0.41204,0,0,1.25,'flying','floating'
8061,47.468,152.7,34.85,37.352,0.21743,2.5015,0.28284,3.4375,0,6.875,'floating','flying'
1893,40.826,71.191,2.6575,6.4289,1.7008,3.7714,2.7258,7.1875,0,7.1875,'unknown','flying'
1932,4.5119,5.389,0.99946,1.0103,1.318,0.010816,0.83851,0,0,1.25,'flying','floating'
1616,2.1054,0.7122,0.21175,0.2893,1.2022,0.077552,3.453,0,0,1.25,'floating','floating'
1950,34.269,14.572,2.8377,4.9619,1.7204,2.1243,2.4,0,0,1.25,'floating','diving'
1574,45.627,31.695,1.4534,1.5893,0.23933,0.13593,0.22872,0,3.125,6.25,'diving','flying'
991,17.291,6.5604,0.56411,0.58163,0.25311,0.017525,0.24218,?,?,?,'flying','flying'
1538,31.027,6.3286,5.4612,5.6525,0.14344,0.19136,0.23407,?,?,?,'flying','flying'
2880,35.7,12.038,10.644,10.709,0.047055,0.064838,0.16667,?,?,?,'flying','flying'
1206,11.883,6.0112,0.88428,0.93583,0.079897,0.051548,0.24876,4.375,6.25,9.0625,'badCluster','floating'
2815,53.474,117.27,12.723,14.733,0.18152,2.0099,0.27709,3.125,0,3.125,'unknown','flying'
2910,39.127,283.45,7.3027,10.538,0.91566,3.2357,0.30928,3.125,0,3.125,'flying','diving'
6961,21.245,266.02,5.9271,9.8275,1.5324,3.9004,0.56888,0,0,1.25,'unknown','floating'
1473,46.179,24.45,4.9483,6.4931,1.2316,1.5448,0.77393,0,0,4.0625,'floating','flying'
930,21.874,119.09,2.1669,2.2329,0.14022,0.066046,0.25806,0,0,1.25,'unknown','floating'
1823,3.5755,4.8726,0.59094,1.2217,0.20831,0.63072,0.23039,0,0,1.25,'floating','diving'
1739,18.562,69.361,1.4726,2.0201,0.59557,0.54746,0.37953,0,0,1.25,'badCluster','diving'
875,5.9753,17.324,0.066,0.62309,0.578,0.55709,1.5086,0,0,1.25,'diving','diving'
4710,37.267,26.753,1.7507,9.5276,1.9074,7.777,2.2166,6.5625,0,6.5625,'diving','diving'
1639,34.702,14.756,1.5229,3.7806,1.8623,2.2577,2.1599,0,0,6.5625,'diving','diving'
2735,46.236,14.266,0.080668,2.7768,2.4883,2.6962,0.48263,3.4375,0,6.5625,'diving','diving'
1808,49.358,104.91,6.1353,6.8634,1.4716,0.72816,0.39823,0,3.4375,7.1875,'diving','flying'
1528,5.2185,10.083,0.93665,0.93679,0.090135,0.000145,0.2356,0,0,1.25,'badCluster','flying'
1516,38.835,1.7548,4.0518,5.513,0.18588,1.4612,0.23747,3.125,0,3.125,'flying','flying'
3416,28.65,111.85,5.3096,6.6129,1.5774,1.3033,0.66745,9.6875,8.75,9.6875,'flying','diving'
4263,1.2345,70.073,0.047009,0.14672,3.1547,0.099707,1.0837,0,0,1.25,'diving','floating'
1200,40.624,30.475,3.3913,4.8285,0.51694,1.4372,3.15,3.4375,0,3.125,'floating','flying'
2098,28.601,9.2686,2.8954,6.3182,0.74239,3.4228,3.6034,0,0,3.125,'flying','diving'
1793,36.698,14.774,5.7135,6.4968,0.75045,0.78331,1.6397,3.4375,3.4375,6.875,'diving','flying'
3003,2.9803,182.07,1.1973,1.2104,2.1562,0.013102,0.41958,0,0,0,'flying','flying'
2023,36.681,52.827,5.3419,5.9532,0.37955,0.61122,0.35591,3.4375,0,6.5625,'flying','flying'
1082,18.064,27.646,0.73591,1.021,1.0689,0.28512,0.49908,8.125,0,8.125,'flying','diving'
2791,83.796,91.524,21.548,22.306,0.30041,0.75758,2.1498,3.4375,3.4375,6.875,'diving','flying'
1218,41.28,24.558,4.0755,4.2607,0.056394,0.18526,0.2463,0,0,3.125,'unknown','flying'
1531,10.516,2.7521,0.78421,0.85796,0.16684,0.073751,0.23514,0,0,1.25,'flying','floating'
1217,0.90355,4.191,0.000964,0.013739,0.32516,0.012775,0.24651,0,0,1.25,'floating','floating'
1568,30.981,58.533,0.72913,3.1763,1.7441,2.4472,0.34439,3.125,0,3.125,'diving','diving'
1488,38.458,6.1877,5.3,5.9094,0.11541,0.60946,0.24194,3.4375,0,6.5625,'diving','flying'
1588,50.091,35.675,5.7557,6.2864,0.32745,0.53074,0.34005,3.125,0,3.125,'flying','flying'
1651,34.166,102.2,2.505,2.8893,0.76086,0.38426,0.32708,3.125,0,6.5625,'flying','flying'
3383,32.827,71.995,2.9774,8.9389,1.3117,5.9615,2.5894,3.4375,0,6.875,'unknown','diving'
3297,37.291,25.385,2.1085,7.06,1.9381,4.9515,2.0564,0,0,0,'diving','diving'
1872,44.982,144.25,3.3856,5.4155,2.1904,2.0299,1.6987,0,0,6.5625,'diving','diving'
1701,53.345,184.98,4.4628,6.0987,1.5584,1.6359,0.95238,0,0,3.4375,'diving','flying'
3948,9.2945,14.893,1.7395,3.0987,0.10304,1.3592,0.21277,0,0,0,'unknown','floating'
2436,35.977,18.547,8.2018,9.1347,0.16276,0.93292,0.22168,3.125,0,3.125,'floating','flying'
5310,5.1106,6.8698,2.0539,2.4486,0.082486,0.3947,0.18079,0,0,1.25,'badCluster','floating'
3201,4.3774,33.73,1.6276,2.6435,1.052,1.0158,2.0993,0,0,1.25,'floating','floating'
1632,21.799,12.118,4.0982,4.1899,0.52158,0.091667,1.875,9.0625,9.6875,8.125,'diving','flying'
1249,11.063,4.4648,0.38706,1.4625,1.468,1.0754,2.6902,0,0,1.25,'diving','diving'
1933,53.654,103.82,11.68,12.454,0.95873,0.77419,1.8314,0,0,3.4375,'diving','flying'
1376,4.5481,14.656,0.097681,0.51618,1.5237,0.4185,2.5727,0,0,0,'unknown','floating'
925,37.609,8.2862,2.6761,3.2423,0.81273,0.5662,3.373,3.125,0,4.0625,'floating','flying'
4288,1.4679,42.652,0.010647,0.18201,2.2491,0.17136,1.6931,0,0,1.25,'flying','floating'
1281,41.293,66.198,3.9104,4.6407,0.90878,0.73033,3.4192,0,0,3.4375,'floating','flying'
4457,33.585,6.795,1.8377,6.6783,1.4555,4.8406,0.40386,0,3.4375,6.5625,'unknown','diving'
1448,48.917,163.37,3.6858,5.853,1.7127,2.1672,1.6575,0,0,6.25,'unknown','flying'
2514,37.455,11.137,2.4673,7.2289,1.4648,4.7616,2.2434,3.125,0,6.5625,'flying','diving'
1600,48.547,166.23,2.0677,2.7025,2.259,0.63479,0.3375,0,0,2.8125,'diving','flying'
1413,31.142,243.19,2.3695,3.2088,2.8458,0.83934,0.46709,3.4375,3.4375,9.6875,'flying','diving'
994,50.816,14.765,4.6341,4.8841,0.13951,0.25003,0.42253,3.125,0,3.125,'badCluster','flying'
6232,15.168,5.6964,6.0658,8.8943,1.7318,2.8285,0.65468,0,0,1.25,'unknown','flying'
2145,51.93,281.62,9.96,10.24,1.2204,0.27985,0.75525,0,0,6.5625,'flying','flying'
5063,39.675,245.06,6.6522,10.977,1.8107,4.3244,0.94805,0,0,6.5625,'flying','diving'
4179,32.727,10.878,5.8888,12.829,1.136,6.9406,2.5556,0,0,3.125,'unknown','diving'
2940,31.825,4.9297,2.3606,3.2925,0.27559,0.93192,0.22449,?,?,?,'unknown','flying'
1777,30.642,51.219,1.0469,1.244,0.22917,0.19712,0.23635,?,?,?,'flying','flying'
2841,70.753,100.07,22.009,22.321,0.17857,0.31152,0.21119,?,?,?,'flying','flying'
2916,65.532,50.243,19.318,19.808,0.16793,0.48997,0.22634,?,?,?,'badCluster','flying'
1847,41.937,10.817,7.5077,7.9947,0.13786,0.48702,0.2274,0,0,1.25,'unknown','flying'
3411,38.261,15.334,10.887,13.921,0.053925,3.0338,0.21108,3.125,0,3.125,'badCluster','flying'
2683,3.6942,1.0854,0.69444,0.77918,0.21065,0.084749,0.22363,0,0,1.25,'flying','floating'
4296,2.5345,11.565,0.64687,0.80997,0.18988,0.16309,0.2095,0,0,1.5625,'floating','floating'
1656,31.66,35.864,4.0549,4.6708,1.1554,0.61586,0.39855,0,0,1.25,'badCluster','diving'
1657,24.326,7.2431,0.41484,3.1745,2.4676,2.7597,1.0863,3.4375,0,6.5625,'diving','diving'
923,4.8472,19.224,0.097385,0.34242,1.9212,0.24504,1.5601,0,0,1.25,'diving','floating'
1345,37.162,9.6665,1.0859,4.095,1.6172,3.0092,1.6506,8.75,0,5,'floating','diving'
3343,10.481,49.68,0.80599,1.8861,1.3245,1.0801,1.4179,0,0,1.25,'floating','floating'
6155,35.865,90.285,10.874,15.126,1.6804,4.2521,1.2868,0,0,3.4375,'floating','diving'
5184,56.703,79.97,24.534,26.988,0.05129,2.4546,0.18518,?,?,?,'diving','flying'
1212,50.623,79.175,6.1407,6.598,0.29817,0.45736,2.9703,0,0,1.25,'unknown','flying'
984,2.8337,6.0749,0.24447,0.25223,1.1868,0.007764,2.3171,0,0,1.25,'flying','floating'
1750,38.602,71.939,5.1482,6.446,0.74989,1.2978,2.2629,7.5,0,5,'floating','flying'
2153,9.3039,34.627,0.94898,1.8774,0.62478,0.92838,2.8147,0,0,1.25,'floating','floating'
2047,46.934,334.48,4.7376,6.6191,1.1908,1.8814,1.1431,3.4375,0,3.4375,'floating','diving'
1089,46.112,13.87,5.0543,5.322,0.34795,0.26773,3.0303,3.125,0,3.125,'diving','flying'
4221,42.15,119.47,13.99,18.373,0.54134,4.3825,2.3454,3.125,0,3.125,'flying','flying'
3011,58.951,45.15,8.6866,16.616,0.44356,7.929,1.8731,3.125,0,3.125,'flying','flying'
4848,56.256,67.017,24.6,27.504,0.16866,2.9042,0.2599,0,3.4375,6.875,'flying','flying'
2432,32.901,1.5884,6.995,8.3188,0.15084,1.3237,0.22204,3.125,0,4.0625,'unknown','flying'
2527,54.425,22.766,11.69,12.334,0.13925,0.64391,0.21369,0,0,4.0625,'badCluster','flying'
3393,42.277,38.558,13.946,14.699,0.32845,0.75359,3.1653,3.125,0,3.125,'unknown','flying'
1642,7.5333,31.201,0.81039,0.88456,1.2383,0.074176,2.704,0,0,0,'flying','floating'
2836,11.945,63.665,0.77441,1.4028,2.8689,0.6284,1.3752,0,0,1.25,'floating','floating'
843,6.75,55.46,0.097839,0.12161,2.458,0.023774,1.2811,0,0,1.25,'floating','floating'
5535,34.225,47.359,3.8187,8.235,0.22231,4.4163,0.18428,?,?,?,'floating','flying'
1278,52.428,5.3714,1.9404,2.4453,0.31143,0.50491,0.23474,?,?,?,'flying','flying'
3280,38.684,0.23703,1.7505,3.6212,0.3664,1.8707,0.20122,?,?,?,'flying','flying'
2433,57.9,11.373,5.6516,9.0259,0.17176,3.3743,0.22195,?,?,?,'flying','flying'
1554,37.133,10.124,2.3073,5.3909,0.25394,3.0836,0.23166,3.125,3.125,3.125,'unknown','flying'
928,39.722,18.088,4.0781,4.1344,0.10245,0.0563,0.25862,3.4375,0,6.875,'flying','flying'
1951,37.063,17.476,5.7886,6.845,0.52912,1.0564,3.3521,3.125,0,6.25,'unknown','flying'
1581,15.851,26.307,2.1823,2.1942,0.52182,0.011868,1.8216,0,0,1.25,'flying','flying'
1964,4.9759,20.419,1.1001,1.3017,1.5893,0.20166,0.39715,7.5,6.875,7.5,'flying','diving'
1962,34.888,48.191,10.613,11.083,0.81833,0.46957,0.27523,0,9.6875,1.5625,'diving','flying'
