duration,avgSpeed,heightDiff,grndDist,totDist,angleVar,distDiff,resolution,fx,fy,fz,previousCluster,annotation
1229,0.97345,5.5579,0.001404,0.041466,2.0738,0.040062,1.6111,0,0,1.25,'badCluster','floating'
1050,24.405,2.0192,2.2742,2.6822,0.43438,0.40804,11.943,0,0,1.875,'unknown','flying'
1100,5.449,0,0.45736,0.56837,0.35148,0.11102,12.055,0,0,1.25,'flying','floating'
11300,5.841,5.0805,0.80121,7.1184,0.47684,6.3172,19.811,?,?,?,'floating','floating'
950,51.445,1,4.6249,4.999,0.27981,0.37411,12.063,3.125,3.125,6.25,'unknown','flying'
3449,5.7531,3.0595,0.51315,1.9668,1.1992,1.4537,17.014,0,0,2.1875,'flying','floating'
1751,17.298,21.896,2.9851,3.0529,0.27145,0.067715,19.6,?,?,?,'floating','floating'
1401,8.9745,24.605,1.1667,1.5299,0.42538,0.3632,19.957,?,?,?,'floating','floating'
3683,7.3398,30.274,0.87403,2.5472,2.144,1.6732,1.2055,0,0,1.25,'unknown','floating'
4307,3.2271,2.9347,1.0979,1.2352,0.14663,0.13727,0.20896,0,0,1.25,'floating','floating'
2748,43.995,45.809,12.286,12.638,0.06912,0.35222,0.21834,3.125,3.125,6.25,'floating','flying'
1814,27.143,9.6755,3.649,3.9583,0.1538,0.30927,0.23153,3.125,3.125,6.25,'flying','flying'
1214,3.5063,6,0.4112,0.41262,0.16242,0.001419,0.24712,0,0,1.25,'flying','floating'
3409,2.8918,5.393,0.80528,1.1628,0.09105,0.3575,0.21121,0,0,1.25,'floating','floating'
6737,35.617,10.587,26.219,28.357,0.07443,2.1382,0.20484,3.125,3.125,6.25,'floating','flying'
2832,4.2729,24.011,1.1834,1.1896,0.82168,0.006138,2.3517,0,0,1.25,'unknown','floating'
2378,3.1585,62.713,0.56254,0.60776,1.0001,0.045218,0.42893,0,0,2.8125,'unknown','floating'
1935,40.596,19.386,8.1165,8.2309,0.10012,0.11444,0.24806,3.125,3.125,6.25,'floating','flying'
2707,2.5147,36.432,0.79821,0.80702,1.4956,0.008812,0.42113,0,0,1.25,'flying','floating'
1727,10.275,15.523,0.51548,1.2594,1.643,0.74396,1.2507,0,0,1.875,'badCluster','floating'
1007,41.302,24.418,2.8924,3.7669,1.0201,0.87447,1.9067,3.125,3.125,6.25,'floating','flying'
3575,4.0259,67.044,0.18368,1.0501,2.5099,0.86642,0.6042,0,0,5,'flying','floating'
3967,6.9648,7.0182,1.6628,1.7605,0.16176,0.097691,0.21175,0,0,1.25,'floating','floating'
3702,4.1894,25.729,1.4291,1.6264,0.15776,0.19729,0.2107,0,0,1.25,'floating','floating'
2714,35.08,3.6302,9.6981,10.179,0.079296,0.48122,0.22108,3.125,3.125,6.25,'floating','flying'
19534,3.1712,0.56871,2.1326,5.3239,0.14427,3.1913,0.19044,0,0,1.25,'flying','floating'
948,4.7318,15.202,0.48066,0.48252,0.058428,0.001862,0.25316,0,0,1.25,'floating','floating'
7493,4.0192,7.4181,2.9662,3.1095,0.10827,0.1433,0.20819,0,0,2.1875,'floating','floating'
2447,10.704,0.56409,0.75848,0.79869,0.16002,0.04021,0.22068,0,0,1.25,'floating','floating'
3131,37.574,28.27,11.036,11.872,0.21589,0.83656,0.2108,2.8125,2.8125,5.9375,'floating','flying'
17803,4.5822,169.72,5.3653,7.232,1.5867,1.8667,0.54935,0,0,1.25,'flying','floating'
2359,46.797,37.937,1.1689,4.3306,0.86919,3.1617,0.35608,0,0,1.25,'floating','diving'
6456,5.6851,30.683,1.2233,1.8891,2.2235,0.66581,0.62268,0,0,1.25,'diving','floating'
4299,3.3629,9.5868,1.4915,1.8627,0.11722,0.37119,0.18144,?,?,?,'badCluster','floating'
2462,32.693,13.376,8.8201,9.5059,0.087832,0.68579,0.21933,?,?,?,'floating','flying'
3371,37.795,13.294,15.16,15.248,0.1215,0.087456,0.21359,?,?,?,'flying','flying'
1518,40.599,9.9317,6.9003,6.9187,0.066049,0.018378,0.23715,?,?,?,'flying','flying'
1099,29.179,36.743,0.5234,1.0899,2.804,0.56654,1.4195,6.5625,3.4375,6.5625,'unknown','diving'
3943,2.5112,102.28,0.71984,0.80354,1.365,0.083699,1.963,0,0,1.25,'diving','floating'
3181,2.4185,35.757,0.76225,0.76411,1.7446,0.001853,1.5278,0,0,1.25,'floating','floating'
888,40.902,33.257,2.921,3.4125,0.80083,0.49154,2.4324,3.125,3.125,3.125,'floating','flying'
1904,35.302,6.4464,6.5647,7.133,0.49456,0.56834,3.5294,3.125,3.125,5.9375,'badCluster','flying'
5334,8.6601,57.028,1.0651,3.0998,2.3912,2.0347,0.61867,6.5625,3.4375,6.5625,'flying','floating'
7410,52.133,198.49,20.949,34.371,0.60355,13.422,0.31579,0,0,0,'floating','flying'
2714,37.588,93.409,7.4436,8.4247,0.64753,0.98105,0.39794,3.125,3.125,6.25,'flying','flying'
1463,10.901,16.11,1.3624,1.3673,0.052308,0.004878,0.24607,0,0,1.25,'flying','floating'
702,34.869,70.733,2.3283,2.3297,0.28357,0.001413,0.51282,3.125,3.125,6.25,'floating','flying'
7899,3.1712,20.929,2.3316,2.432,1.126,0.10042,0.50133,0,0,1.25,'flying','floating'
1297,35.688,2.8037,3.9241,4.7846,0.2771,0.86051,0.2313,3.125,3.125,6.25,'floating','flying'
1290,14.035,9.5376,2.2453,2.2656,0.037634,0.02023,0.23256,0,0,1.25,'flying','flying'
4815,2.498,13.679,3.1256,3.1902,0.13512,0.06457,0.18692,0,0,1.25,'flying','floating'
6993,3.5144,6.8778,2.4383,2.4481,0.071053,0.009763,0.20592,0,0,1.25,'floating','floating'
6775,2.5261,9.8459,0.9922,2.8473,0.16461,1.8551,0.20369,0,0,1.25,'floating','floating'
17062,2.3278,16.299,4.2034,5.0771,0.18432,0.87371,0.1899,0,0,1.25,'floating','floating'
1277,20.112,14.62,0.40717,0.90111,0.30156,0.49394,0.23493,9.0625,3.75,9.0625,'floating','diving'
3272,6.6785,13.219,0.05071,1.2458,0.21321,1.1951,0.22005,0,0,1.25,'diving','floating'
1213,5.5841,10.086,0.21698,0.22179,0.074657,0.00482,0.24732,0,0,2.1875,'floating','floating'
913,9.4636,0.60441,0.33784,0.55331,0.11806,0.21547,0.26287,0,0,1.25,'floating','floating'
3361,72.648,45.229,29.761,30.582,0.064875,0.82118,0.21422,0,3.125,6.25,'floating','flying'
1571,42.852,0.5145,6.1875,6.5761,0.68319,0.38865,1.4513,3.4375,3.4375,6.875,'unknown','flying'
6901,2.8924,220.74,2.1068,2.1536,1.8189,0.046763,0.52166,0,0,1.25,'flying','floating'
902,4.5862,3.9563,0.34277,0.34611,0.15689,0.003343,0.26608,0,0,1.25,'floating','floating'
2416,10.578,1.6419,1.9331,2.6329,0.159,0.69981,0.22351,0,0,1.25,'floating','floating'
2208,3.7498,4.4755,0.98053,0.98089,0.13825,0.000353,0.21739,0,0,1.25,'floating','floating'
3087,39.59,4.2415,12.585,13.076,0.19055,0.49054,0.2138,3.125,3.125,3.125,'floating','flying'
945,3.5623,9.8447,0.32743,0.33142,0.080469,0.003994,0.25397,0,0,1.25,'floating','floating'
16645,3.6296,19.647,2.0051,5.7578,0.13271,3.7526,0.19826,0,0,1.25,'floating','floating'
1233,3.7131,1.6193,0.47157,0.47316,0.091878,0.001592,0.24331,0,0,1.25,'floating','floating'
918,50.847,1.0099,3.8701,5.0443,0.26542,1.1742,0.26144,3.125,3.125,6.25,'floating','flying'
1823,10.741,5.0566,1.0719,1.7992,0.10858,0.72728,0.23039,0,0,1.25,'floating','floating'
2726,2.1108,2.2802,0.62378,0.67912,0.23247,0.055336,0.2201,0,0,1.25,'floating','floating'
5311,4.6185,4.0878,2.3675,2.7593,0.10839,0.39184,0.20335,0,0,1.25,'floating','floating'
2118,5.0459,14.124,0.95744,0.95879,0.074486,0.001351,0.22663,0,0,1.25,'floating','floating'
3373,4.9834,4.0122,1.618,1.6369,0.095643,0.018936,0.21346,0,0,0,'floating','floating'
2417,38.878,1.0765,8.9312,9.4119,0.18675,0.48069,0.22342,0,3.125,6.25,'floating','flying'
2333,66.201,12.326,14.493,15.026,0.40337,0.53319,2.1089,3.125,3.125,6.25,'flying','flying'
1842,1.8395,1.1479,0.30685,0.30998,0.1011,0.003124,0.22801,0,0,1.25,'unknown','floating'
2178,26.328,10.316,6.9801,7.4976,0.14859,0.51749,0.22039,3.125,3.125,6.25,'floating','flying'
3348,3.9355,1.8223,1.4288,1.4373,0.098901,0.008423,0.21505,0,0,2.1875,'floating','floating'
1210,36.753,24.097,3.736,4.0233,0.17569,0.2873,0.24793,3.125,3.125,6.25,'floating','flying'
2666,38.62,4.2519,9.2399,9.7922,0.12447,0.55231,0.18005,6.25,3.125,6.25,'flying','flying'
1825,1.6674,4.7304,0.343,0.46294,0.23654,0.11994,0.23014,0,0,1.25,'flying','floating'
11827,8.3238,158.47,3.1464,6.5793,2.5161,3.4329,0.8878,0,0,2.1875,'floating','floating'
950,44.035,14.095,3.9813,4.1605,0.46554,0.17924,0.63158,3.125,3.125,6.25,'floating','flying'
2405,4.0186,41.418,0.61705,0.62759,1.3284,0.010538,0.37422,0,0,1.25,'flying','floating'
6734,4.6357,10.686,1.0027,2.2514,0.15404,1.2488,0.20493,0,0,1.25,'floating','floating'
1728,43.618,330.61,7.4554,7.574,0.50657,0.1186,0.65972,3.125,3.125,5.9375,'floating','flying'
2066,1.5316,78.272,0.18062,0.24415,1.9521,0.063533,0.31946,0,0,2.1875,'flying','floating'
3006,49.217,29.552,16.028,16.171,0.1819,0.14302,0.25948,3.125,2.8125,2.8125,'floating','flying'
1520,5.6658,21.966,0.28054,0.43784,1.3814,0.1573,1.8553,6.875,6.875,7.1875,'unknown','floating'
1083,29.798,30.894,1.6939,1.8665,1.2889,0.17264,0.55402,0,0,1.25,'unknown','flying'
2470,5.7873,16.582,0.035268,0.40899,1.48,0.37372,0.24291,0,0,1.25,'flying','floating'
2160,6.9007,24.808,1.2083,1.2313,1.3885,0.022981,1.7778,0,0,1.25,'floating','floating'
6593,3.4398,43.933,0.40563,1.3232,1.5383,0.91759,0.54603,0,0,1.5625,'unknown','floating'
4840,4.7362,6.4001,1.9664,2.8842,2.0607,0.91783,0.52066,0,0,1.5625,'floating','floating'
1366,22.177,2.3734,2.7857,2.8639,0.085923,0.078143,0.21962,?,?,?,'floating','flying'
1808,63.655,57.278,12.488,12.904,0.083482,0.41593,0.2323,3.125,3.125,5.9375,'unknown','flying'
1845,57.268,28.912,9.6609,10.321,0.20537,0.66049,0.22764,3.125,3.125,5.9375,'flying','flying'
1824,34.846,7.1352,0.096632,2.0001,0.29285,1.9034,0.23026,3.125,3.125,6.25,'flying','diving'
4871,6.9602,11.019,1.1615,1.5236,0.16918,0.36216,0.2094,0,0,1.25,'diving','floating'
2648,6.8053,31.047,1.3843,1.5968,0.13871,0.2125,0.18127,0,0,1.25,'floating','floating'
1081,28.614,164.32,3.2819,3.3653,2.0297,0.083332,0.44403,6.25,3.125,6.25,'floating','flying'
6131,4.7118,173.8,0.85617,1.1956,1.9091,0.33945,0.40124,0,0,1.25,'flying','floating'
4812,63.914,70.979,29.944,30.932,0.39139,0.98813,2.2195,0,3.125,6.5625,'floating','flying'
910,2.6523,4.9792,0.28644,0.28658,0.09836,0.000136,0.26374,0,0,1.25,'unknown','floating'
4320,32.559,14.059,12.707,13.182,0.15061,0.47536,0.20833,3.125,3.125,5.9375,'floating','flying'
3360,6.4228,0.12263,0.66883,0.68578,0.21513,0.016948,0.21429,0,0,1.25,'flying','floating'
2162,37.994,65.593,9.4204,9.6145,0.043331,0.1941,0.22202,3.125,3.125,5.9375,'floating','flying'
3674,42.838,16.277,16.765,17.39,0.46127,0.6247,2.4496,2.8125,3.125,5.9375,'flying','flying'
1201,8.455,7.1185,0.4378,0.59453,1.0117,0.15673,1.3988,0,0,0,'flying','floating'
1284,28.373,17.224,4.3548,4.9623,2.0338,0.60752,1.028,6.25,3.125,6.25,'flying','diving'
2283,3.1929,234.84,0.65972,0.67859,0.85532,0.018865,0.28909,0,0,1.25,'diving','floating'
1088,43.846,197.48,4.6893,4.8148,1.1526,0.12557,1.1029,3.125,3.125,3.125,'floating','flying'
1151,47.562,6.4797,5.006,5.4049,0.63044,0.39884,3.5969,3.125,3.125,5.9375,'flying','flying'
3690,2.0958,20.763,0.57241,1.0075,2.2114,0.43512,1.1707,0,0,1.25,'flying','floating'
1670,47.092,50.374,1.3564,5.0638,1.1526,3.7075,2.3713,6.5625,3.4375,6.5625,'floating','diving'
2673,42.153,12.269,0.40338,10.16,1.6065,9.7569,2.9181,3.125,3.125,6.25,'diving','diving'
6357,3.3194,128.59,1.7781,1.7941,2.3764,0.015996,0.78339,0,0,1.25,'diving','floating'
12800,3.9711,120.38,1.8989,3.3301,1.2683,1.4312,0.3,0,0,1.25,'floating','floating'
12307,4.2511,23.559,1.0848,5.0232,0.19504,3.9384,0.20476,?,?,?,'floating','floating'
2090,2.8763,13.194,0.052569,0.54317,0.24713,0.4906,0.22967,?,?,?,'floating','diving'
1238,24.161,8.2702,0.080865,0.51619,0.22969,0.43532,0.24233,?,?,?,'diving','diving'
6319,6.0402,23.499,1.2784,2.3176,0.18704,1.0391,0.1994,?,?,?,'diving','floating'
8397,4.5923,12.079,0.005268,3.1379,0.20025,3.1326,0.20722,?,?,?,'floating','floating'
3000,33.109,48.725,8.0546,9.0831,0.1759,1.0285,0.22,?,?,?,'floating','flying'
1239,10.583,66.466,0.98038,1.0645,0.10264,0.084103,0.24213,?,?,?,'floating','floating'
1486,49.371,5.8829,6.0796,7.3867,0.25521,1.3071,0.24226,?,?,?,'floating','flying'
5108,3.7236,3.9808,1.921,1.9282,0.12344,0.007153,0.21143,?,?,?,'floating','floating'
4884,5.0276,22.909,1.2363,1.5666,0.12716,0.33023,0.20885,?,?,?,'floating','floating'
1704,30.244,51.511,6.0898,6.4007,0.33914,0.31089,0.17606,?,?,?,'floating','flying'
3294,1.8961,7.6997,0.12575,0.3013,0.28566,0.17555,0.21858,?,?,?,'flying','floating'
8667,61.292,30.167,56.091,56.642,0.091411,0.55047,0.20076,?,?,?,'floating','flying'
2092,9.7966,0.9583,0.76853,0.89294,0.32303,0.12441,0.22945,?,?,?,'unknown','flying'
1152,22.127,0.9547,2.1122,2.2394,0.29726,0.12726,0.26042,?,?,?,'unknown','flying'
3762,34.073,5.8761,8.2133,11.657,0.23321,3.4442,0.22329,?,?,?,'unknown','flying'
3795,28.978,22.081,1.5982,2.3189,0.28416,0.72064,0.22134,?,?,?,'flying','diving'
1534,15.031,5.9561,2.8228,3.3896,0.1739,0.56682,0.23468,?,?,?,'diving','flying'
863,21.638,34.766,1.9124,1.9418,0.14443,0.029433,0.2781,?,?,?,'flying','flying'
4033,5.8943,38.94,1.4448,2.5445,0.10786,1.0998,0.22316,?,?,?,'flying','floating'
1745,35.309,11.183,6.8252,7.0995,0.20489,0.2743,0.24069,?,?,?,'unknown','flying'
864,20.816,22.718,2.1377,2.2019,0.24178,0.064218,0.27778,?,?,?,'flying','flying'
1150,39.288,49.386,5.0132,5.024,0.15032,0.010728,0.26087,?,?,?,'unknown','flying'
1469,33.47,5.7229,5.4035,6.5117,0.26127,1.1082,0.24507,?,?,?,'unknown','flying'
1295,26.281,4.4937,2.6465,2.6951,0.10165,0.048541,0.23166,?,?,?,'flying','flying'
1153,4.4903,2.9572,1.2248,1.3399,0.11312,0.11512,0.26019,?,?,?,'flying','flying'
1729,28.799,12.663,4.3125,5.3998,0.14109,1.0873,0.24291,?,?,?,'flying','flying'
872,36.119,5.9847,2.7273,2.8016,0.19801,0.074287,0.27523,?,?,?,'flying','flying'
1150,35.271,17.52,3.1787,3.5138,0.26025,0.3351,0.26087,?,?,?,'unknown','flying'
2610,29.214,36.544,1.1042,6.3379,0.2186,5.2337,0.22989,?,?,?,'flying','diving'
1471,23.761,3.9171,2.5298,2.5504,0.093399,0.020511,0.24473,?,?,?,'badCluster','flying'
1149,7.7212,0.045204,0.82301,0.88191,0.16086,0.058903,0.2611,?,?,?,'flying','floating'
2019,28.015,15.176,2.703,3.3003,0.21139,0.5973,0.23774,?,?,?,'floating','flying'
2606,21.206,18.009,4.3119,4.8732,0.10004,0.56126,0.23024,?,?,?,'flying','flying'
1150,11.823,20.104,0.47533,0.47893,0.12128,0.003603,0.26087,?,?,?,'flying','floating'
1252,30.143,27.443,4.3061,4.4642,0.20176,0.15813,0.23962,?,?,?,'floating','flying'
2395,44.103,63.707,8.2896,9.5333,0.087905,1.2437,0.20042,?,?,?,'flying','flying'
1150,26.853,68.936,1.5147,2.707,0.33083,1.1923,0.2087,?,?,?,'unknown','diving'
1741,18.179,51.788,4.6642,5.173,0.16681,0.50886,0.24124,?,?,?,'diving','flying'
1441,29.891,1.991,1.0282,1.3061,0.22972,0.27783,0.24983,?,?,?,'unknown','diving'
3749,28.151,14.98,8.9655,10.227,0.20513,1.2611,0.20805,?,?,?,'diving','flying'
864,11.806,3.4566,1.2196,1.2236,0.14431,0.003985,0.27778,?,?,?,'flying','flying'
2590,30.148,12.241,8.267,8.3217,0.14363,0.054723,0.23166,?,?,?,'flying','flying'
1791,30.596,6.4176,4.119,4.523,0.12295,0.40403,0.23451,?,?,?,'unknown','flying'
2896,31.623,29.726,6.716,8.4943,0.16997,1.7783,0.2279,?,?,?,'unknown','flying'
3169,8.7508,9.9895,1.5552,1.639,0.16858,0.083829,0.2272,?,?,?,'flying','floating'
5375,30.987,21.114,14.515,16.431,0.13017,1.9163,0.20093,?,?,?,'floating','flying'
884,7.0245,13.595,0.43467,0.74264,0.31974,0.30796,0.27149,?,?,?,'flying','diving'
2880,30.978,3.8652,10.183,10.67,0.071755,0.48731,0.22917,?,?,?,'unknown','flying'
1152,19.351,5.0039,1.6414,1.7586,0.13363,0.11726,0.26042,?,?,?,'flying','diving'
1152,12.158,5,1.67,1.7061,0.21193,0.036056,0.26042,?,?,?,'diving','diving'
1835,30.783,0.55409,4.6232,5.171,0.18023,0.54786,0.22888,?,?,?,'diving','flying'
4335,27.094,6.4015,10.519,11.019,0.17498,0.49956,0.22145,?,?,?,'unknown','flying'
2670,5.8541,9.5962,0.51051,0.58303,0.23856,0.072522,0.22472,?,?,?,'flying','floating'
3488,4.0858,3.7358,0.6448,0.77677,0.27442,0.13198,0.22362,?,?,?,'unknown','diving'
869,24.21,8.9726,1.1558,1.6991,0.27009,0.5433,0.27618,?,?,?,'diving','diving'
1499,71.011,80.002,8.7205,8.8243,0.11212,0.10384,0.24016,?,?,?,'diving','flying'
2711,38.121,4.27,9.837,10.137,0.11146,0.29988,0.22132,?,?,?,'unknown','flying'
1154,52.001,29.277,4.8327,5.8864,0.14584,1.0537,0.25997,?,?,?,'flying','flying'
1727,35.869,16.085,1.3714,2.799,0.23486,1.4275,0.2432,?,?,?,'flying','diving'
1288,40.437,34.358,1.025,3.1803,0.40041,2.1553,0.23292,?,?,?,'diving','diving'
1215,17.539,8.1347,0.54449,0.71447,0.10362,0.16998,0.24691,?,?,?,'diving','diving'
3384,14.775,2.8959,5.1484,5.1571,0.20985,0.008724,0.21277,?,?,?,'diving','flying'
1156,30.214,14.64,2.1251,2.5075,0.23932,0.3824,0.25952,?,?,?,'flying','diving'
6227,31.192,38.823,13.705,16.466,0.15363,2.7616,0.21198,?,?,?,'unknown','flying'
5857,28.551,23.665,13.599,17.395,0.16342,3.7957,0.21513,?,?,?,'flying','flying'
866,17.683,16.853,1.4875,1.4876,0.046805,0.000132,0.27714,?,?,?,'flying','flying'
1190,19.468,13.881,2.0427,2.0461,0.16188,0.003366,0.2521,?,?,?,'badCluster','diving'
4127,45.638,7.6874,12.732,14.481,0.18249,1.749,0.21808,?,?,?,'unknown','flying'
2096,27.99,16.079,1.9633,2.679,0.23035,0.71572,0.22901,?,?,?,'flying','diving'
1151,38.305,4.0662,4.4073,4.5776,0.20576,0.17032,0.26064,?,?,?,'diving','flying'
3867,35.048,4.6035,1.446,7.5569,0.232,6.1109,0.21722,?,?,?,'flying','diving'
4109,60.109,16.546,24.655,25.096,0.054369,0.44122,0.21903,?,?,?,'unknown','flying'
1161,13.604,84.642,1.0721,1.0769,0.35506,0.00479,0.2584,?,?,?,'unknown','floating'
2606,22.488,46.397,6.4733,6.6574,0.23013,0.18413,0.23024,?,?,?,'floating','flying'
6711,5.3523,5.3999,0.76981,3.9123,0.18878,3.1425,0.21457,?,?,?,'unknown','floating'
880,27.098,4.5079,0.26709,0.38801,0.42449,0.12092,0.27273,?,?,?,'floating','flying'
1250,6.7239,7.93,0.93485,0.94061,0.15444,0.005764,0.24,?,?,?,'floating','floating'
1156,3.6477,6.1583,0.29884,0.40466,0.23739,0.10583,0.25952,?,?,?,'floating','floating'
1740,2.8396,0.024415,0.6796,0.81876,0.29993,0.13916,0.24138,?,?,?,'floating','floating'
1797,17.325,0.66335,1.1749,1.1867,0.27052,0.011864,0.23372,?,?,?,'unknown','flying'
2590,8.032,0.062745,1.7434,2.7191,0.18222,0.9757,0.23166,?,?,?,'badCluster','flying'
1151,24.661,5.1005,0.44207,0.7258,0.33734,0.28373,0.26064,?,?,?,'flying','flying'
1152,13.642,26.993,1.4422,2.3475,0.18913,0.90527,0.26042,?,?,?,'unknown','diving'
1152,7.5304,0.9999,0.82008,0.82282,0.12582,0.002739,0.26042,?,?,?,'diving','floating'
864,25.62,1.9375,2.6421,2.6897,0.17882,0.047643,0.27778,?,?,?,'floating','flying'
1169,5.3202,2.8909,0.55487,0.55559,0.10506,0.000726,0.25663,?,?,?,'flying','floating'
1441,21.418,19.49,2.6291,2.9147,0.18206,0.28561,0.24983,?,?,?,'floating','floating'
1148,15.956,4.283,1.4553,2.2318,0.32946,0.77659,0.26132,?,?,?,'unknown','diving'
2591,29.235,3.0577,5.5145,6.696,0.10494,1.1815,0.23157,?,?,?,'diving','flying'
2646,15.907,3.4672,3.5444,4.6975,0.10217,1.1532,0.22676,?,?,?,'flying','flying'
1164,27.082,1.1678,2.5857,2.8694,0.22127,0.28366,0.25773,?,?,?,'flying','flying'
1815,35.213,12.684,4.5969,6.3811,0.10529,1.7843,0.2314,?,?,?,'unknown','flying'
2594,31.137,8.942,0.89406,4.2067,0.28186,3.3127,0.2313,?,?,?,'unknown','diving'
2688,17.277,8.4371,2.6107,3.2911,0.14644,0.68037,0.22321,?,?,?,'unknown','floating'
6000,2.5475,6.318,0.98563,1.4941,0.161,0.50845,0.21,?,?,?,'floating','floating'
1728,42.774,1.9619,8.4829,8.6601,0.063882,0.17716,0.24306,?,?,?,'badCluster','flying'
1732,40.333,19.848,2.0342,5.0137,0.27668,2.9795,0.24249,?,?,?,'badCluster','flying'
1520,21.03,5.2919,3.2542,3.4794,0.22165,0.22516,0.23684,?,?,?,'badCluster','flying'
1728,23.336,5.0175,4.2841,4.2877,0.046049,0.003637,0.24306,?,?,?,'badCluster','flying'
2612,27.23,8.315,2.3463,7.7884,0.19156,5.4421,0.22971,?,?,?,'badCluster','diving'
1297,47.641,15.939,6.6778,7.096,0.23714,0.41826,0.2313,?,?,?,'diving','flying'
1440,42.516,0.00692,5.5077,5.6668,0.069139,0.15916,0.25,?,?,?,'unknown','flying'
2064,50.063,5.8985,9.7941,10.285,0.18589,0.49129,0.23256,?,?,?,'badCluster','flying'
1464,6.0994,31.849,0.15543,0.18225,0.28331,0.026821,0.2459,?,?,?,'badCluster','floating'
3810,5.5766,37.079,0.94298,1.1958,0.20258,0.25283,0.22047,?,?,?,'floating','floating'
1437,5.0514,73.279,0.74372,0.75148,0.10702,0.007758,0.25052,?,?,?,'badCluster','floating'
2595,3.1901,6.0035,0.93588,0.93837,0.076062,0.002494,0.23121,?,?,?,'badCluster','floating'
2077,11.161,31.558,0.48988,0.57188,0.1261,0.082004,0.2311,?,?,?,'floating','floating'
1441,28.111,6.0423,2.9992,3.2379,0.39096,0.23873,0.24983,?,?,?,'floating','flying'
8405,2.138,5.3335,2.1574,4.3464,0.283,2.1891,0.20702,?,?,?,'badCluster','floating'
5536,2.3336,3.3509,1.2224,1.2283,0.16094,0.005879,0.21676,?,?,?,'floating','flying'
1727,38.145,1.7473,8.8095,8.8914,0.19809,0.081817,0.2432,?,?,?,'flying','flying'
13770,0.33901,0.57276,0.081323,0.11998,0.26299,0.038661,0.20915,?,?,?,'flying','floating'
2879,22.599,40.923,4.5744,5.3936,0.11213,0.81914,0.22925,?,?,?,'unknown','flying'
4908,4.1777,4.752,1.6974,1.7092,0.11238,0.011792,0.22005,?,?,?,'flying','floating'
2033,34.382,0.84973,5.3365,7.0546,0.32482,1.7181,0.2361,?,?,?,'floating','flying'
2015,49.847,34.773,5.2887,5.9998,0.29469,0.71104,0.23821,?,?,?,'badCluster','flying'
2436,19.628,7.7762,2.3862,5.8481,0.21892,3.4619,0.22168,?,?,?,'flying','diving'
10443,1.006,3.2733,0.0715,0.11546,0.30361,0.043962,0.21258,?,?,?,'diving','floating'
2384,34.16,12.895,6.8804,6.9444,0.073758,0.063976,0.22651,?,?,?,'floating','flying'
3172,57.156,11.909,10.433,15.428,0.12631,4.9954,0.22699,?,?,?,'flying','flying'
1199,3.3893,12.324,0.47147,0.47173,0.13519,0.000259,0.25021,?,?,?,'flying','flying'
2055,24.185,14.721,0.95814,2.8524,0.29335,1.8942,0.23358,?,?,?,'flying','flying'
1453,7.7947,17.424,0.28731,0.43762,0.1724,0.15031,0.24776,?,?,?,'flying','floating'
2688,7.9854,4.6739,1.4675,2.871,0.27568,1.4036,0.22321,?,?,?,'floating','floating'
2880,40.544,4.9966,12.928,12.959,0.048608,0.030563,0.22917,?,?,?,'floating','flying'
1729,0.55916,1.0006,0.002827,0.00507,0.29194,0.002243,0.24291,?,?,?,'flying','diving'
1184,6.0241,5.5802,0.017732,0.019853,0.30686,0.002122,0.25338,?,?,?,'diving','floating'
10145,2.7054,5.1367,0.29446,0.36076,0.30702,0.066297,0.20108,?,?,?,'badCluster','floating'
10102,0.25523,3.1551,0.14433,0.1745,0.26715,0.030172,0.20194,?,?,?,'unknown','floating'
2014,35.755,53.299,3.6906,8.4196,0.30281,4.729,0.20854,?,?,?,'unknown','diving'
1735,35.703,56.752,6.5109,8.6897,0.24083,2.1788,0.24208,?,?,?,'diving','flying'
2885,53.475,71.579,4.875,10.028,0.12642,5.1529,0.22877,?,?,?,'badCluster','diving'
2589,22.243,21.133,4.454,5.0483,0.18737,0.59428,0.20858,?,?,?,'unknown','flying'
2758,7.903,3.2193,2.1352,2.2697,0.049489,0.13453,0.21755,?,?,?,'unknown','flying'
2015,10.145,7.2133,1.2872,1.7037,0.074065,0.41646,0.23821,?,?,?,'flying','flying'
10160,3.3061,2.7626,4.5752,7.7946,0.16982,3.2193,0.20669,?,?,?,'unknown','floating'
1152,4.2786,4.0449,1.9542,1.9732,0.28743,0.019005,0.26042,?,?,?,'floating','floating'
3744,0.5995,2.0035,0.000812,0.012713,0.25694,0.011901,0.22436,?,?,?,'badCluster','floating'
3830,6.939,11.049,2.9163,2.9385,0.3153,0.022143,0.21932,?,?,?,'unknown','floating'
2332,28.365,11.302,3.6221,3.6235,0.099261,0.001434,0.23156,?,?,?,'unknown','flying'
1154,18.773,4.0774,1.7683,1.769,0.11261,0.000739,0.25997,?,?,?,'flying','flying'
2131,57.773,5.2111,10.237,11.071,0.18151,0.83416,0.22525,?,?,?,'badCluster','flying'
1441,7.7603,6.8797,0.67002,0.73354,0.16902,0.063522,0.24983,?,?,?,'unknown','floating'
1151,21.799,6.8827,2.8868,2.8908,0.050544,0.003976,0.26064,?,?,?,'floating','flying'
1439,5.2951,5.9854,1.9775,2.1237,0.12637,0.14618,0.25017,0,0,0.625,'flying','floating'
1685,21.985,10.181,4.5908,4.658,0.27615,0.067258,0.17804,0,0,0,'floating','flying'
