537,111111323,0,-0.143059,0.028026,0.963297
537,111111323,1,-0.135220,0.051382,0.963297
537,111111898,0,-0.160304,0.138575,0.963297
537,111111898,1,-0.168143,0.144025,0.963297
537,111112186,0,0.143059,0.037369,0.963297
537,111112186,1,0.143059,0.049825,0.963297
537,111112475,0,0.212040,0.357337,0.937984
537,111112475,1,0.216744,0.353445,0.937984
537,111112762,0,0.215176,0.337096,0.937984
537,111112762,1,0.218312,0.344103,0.937984
537,111113051,0,0.222231,0.365901,0.912672
537,111113051,1,0.220663,0.369794,0.912672
537,111113338,0,0.207337,0.333204,0.937984
537,111113338,1,0.207337,0.356559,0.937984
537,111113629,0,0.223799,0.342546,0.937984
537,111113629,1,0.219095,0.357337,0.912672
537,111113914,0,0.208121,0.357337,0.937984
537,111113914,1,0.197147,0.357337,0.937984
537,111114205,0,0.161872,0.333204,0.937984
537,111114205,1,0.179901,0.363566,0.937984
537,111114490,0,0.199498,0.346438,0.937984
537,111114490,1,0.201066,0.343324,0.912672
537,111114778,0,-0.272399,0.136240,0.912672
537,111114778,1,-0.246531,0.161931,0.963297
537,111115068,0,-0.025476,0.217205,0.988609
537,111115068,1,-0.030180,0.221098,0.988609
537,111115357,0,-0.032531,0.217205,0.963297
537,111115357,1,-0.041154,0.235889,0.988609
537,111115643,0,-0.023125,0.245232,0.988609
537,111115643,1,-0.011366,0.244453,0.988609
537,111115930,0,0.023908,0.228104,0.988609
537,111115930,1,0.025476,0.238225,0.988609
537,111116218,0,-0.058399,0.249124,0.988609
537,111116218,1,-0.067806,0.248346,0.988609
537,111116508,0,-0.130517,0.250681,0.963297
537,111116508,1,-0.136004,0.267030,0.963297
537,111116796,0,0.114839,0.134683,0.988609
537,111116796,1,0.125029,0.151810,0.963297
537,111117082,0,0.098377,0.412612,0.937984
537,111117082,1,0.083484,0.366680,0.963297
537,111117371,0,-0.049777,0.309848,0.963297
537,111117371,1,-0.052128,0.309070,0.963297
537,111117661,0,0.135220,0.269366,0.963297
537,111117661,1,0.139923,0.283379,0.963297
537,111117947,0,0.140707,0.243675,0.963297
537,111117947,1,0.153249,0.231997,0.963297
537,111118248,0,-0.567923,0.232775,0.810631
537,111118248,1,-0.577330,0.193071,0.810631
537,111118554,0,-0.513052,0.217205,0.912672
537,111118554,1,-0.373520,0.052160,0.887360
537,111118853,0,-0.128949,0.196964,0.988609
537,111118853,1,-0.132868,0.191514,0.988609
