1,7.9412e+07,7.9414e+07,2145,11.917,28,8.72,9.2397,0.30694,1,4
  2.000000,79413725.000000,79415853.000000,2128.000000, 11.179848, 23.000000,  9.896685, 10.113085,  0.002436,  4.000000,  4.000000
  3.000000,79415853.000000,79417070.000000,1217.000000, 11.804477, 18.000000,  5.209912,  5.481346,  0.155479,  4.000000,  4.000000
  4.000000,79417070.000000,79418971.000000,1901.000000,  9.922535, 35.000000,  6.859139,  6.984747,  0.005416,  4.000000,  4.000000
  5.000000,79418971.000000,79420212.000000,1241.000000,  8.503270, 23.000000,  2.290253,  3.955535,  0.538104,  4.000000,  4.000000
  6.000000,79420212.000000,79427485.000000,7273.000000,  1.083704, 28.000000,  2.516492,  3.084151,  0.415509,  4.000000,  3.000000
  7.000000,79427797.000000,79430110.000000,2313.000000,  9.939942, 24.000000,  4.364555,  4.738766,  0.822706,  3.000000,  5.000000
  8.000000,79430277.000000,79437219.000000,6942.000000,  6.423602, 70.000000,  0.823396, 12.784425,  0.653657,  5.000000,  5.000000
  9.000000,79437219.000000,79438986.000000,1767.000000,  0.819314, 13.000000,  0.589431,  0.590655,  0.051612,  5.000000,  3.000000
 10.000000,79439015.000000,79446320.000000,7305.000000,  9.889123,111.000000,  9.693401, 16.781952,  0.394158,  3.000000,  5.000000
 11.000000,79446320.000000,79447743.000000,1423.000000,  1.838790, 12.000000,  0.573043,  1.558431,  0.020842,  5.000000,  3.000000
 12.000000,79447743.000000,79449887.000000,2144.000000, 16.690128,115.000000, 12.340855, 12.528622,  0.052242,  3.000000,  4.000000
 13.000000,79449887.000000,79452114.000000,2227.000000, 22.257434, 51.000000, 17.364074, 17.379305,  0.010734,  4.000000,  4.000000
